index,value,kor,English,Japanese,ChineseSimplified,ChineseTraditional,Russian,French,Spanish,Vietnamese
350,0,동일한 계정이 접속중입니다.,The same account is logged in.,同じアカウントでログインしています。,已登录同一账户。,已登入同一帳戶。,В систему вошла та же учетная запись.,Le même compte est connecté.,La misma cuenta está conectada.,Cùng một tài khoản đang đăng nhập.
351,0,서버 점검 중입니다.,The server is undergoing maintenance.,サーバーはメンテナンス中です。,服务器正在维护中。,伺服器正在維護中。,Сервер находится на техническом обслуживании.,Le serveur est en cours de maintenance.,El servidor está en mantenimiento.,Máy chủ đang được bảo trì.
352,0,접속 실패,Connection failed,接続に失敗しました,连接失败,連線失敗,Соединение не удалось.,Échec de la connexion,Falló la conexión.,Kết nối thất bại
353,0,나가기,Exit,出口,出口,出口,Выход,Sortie,Salida,Ra
354,0,쿠폰,coupon,クーポン,优惠券,優惠券,купон,coupon,cupón,phiếu giảm giá
355,0,확인,check,チェック,查看,查看,проверять,vérifier,controlar,kiểm tra
356,0,패시브,Passive,受け身,被动的,被動的,Пассивный,Passif,Pasivo,Thụ động
357,0,동료를 장착할 슬롯이 없습니다.,There is no slot to equip a companion.,仲間を装備するためのスロットはありません。,没有装备同伴的栏位。,沒有裝備同伴的欄位。,Нет слота для экипировки компаньона.,Il n'y a pas d'emplacement pour équiper un compagnon.,No hay espacio para equipar un compañero.,Không có ô để trang bị đồng hành.
358,0,쿠폰을 입력하세요,Please enter the coupon.,クーポンを入力してください。,请输入优惠券代码。,請輸入優惠券代碼。,"Пожалуйста, введите купон.",Veuillez saisir le code promo.,"Por favor, introduzca el cupón.",Vui lòng nhập mã giảm giá.
359,0,업데이트,Update,アップデート,更新,更新,Обновлять,Mise à jour,Actualizar,Cập nhật
360,0,새로운 버전이 출시되었습니다.,A new version has been released.,新バージョンがリリースされました。,新版本已发布。,新版本已發布。,Выпущена новая версия.,Une nouvelle version a été publiée.,Se ha lanzado una nueva versión.,Phiên bản mới đã được phát hành.
361,0,이동,movement,動き,移动,移動,движение,mouvement,movimiento,sự chuyển động
362,0,장비 복구,Equipment recovery,機器の回収,设备回收,設備回收,Восстановление оборудования,Récupération d'équipement,Recuperación de equipos,Khôi phục thiết bị
363,0,장비를 복구하시겠습니까?,Would you like to repair the equipment?,機器の修理をご希望ですか？,您想维修这台设备吗？,您想維修這台設備嗎？,Вы хотели бы отремонтировать оборудование?,Souhaiteriez-vous réparer l'équipement ?,¿Le gustaría reparar el equipo?,Bạn có muốn sửa chữa thiết bị không?
364,0,복구,restore,復元する,恢复,恢復,восстановить,restaurer,restaurar,khôi phục
365,0,<color=yellow>T.10</color> 이상의 장비를 분해하면 일정확률로 <color=red>복구석</color>을 획득할 수 있습니다.,"If you dismantle equipment of T.10 or higher, you can obtain a Restoration Stone with a certain probability.",T.10以上の装備を分解すると、一定の確率で修復石を入手できます。,拆解 T.10 或更高级别的装备，有一定概率获得修复石。,拆解 T.10 或更高等級的裝備，有一定機率獲得修復石。,При разборке снаряжения 10-го уровня и выше с определённой вероятностью можно получить Камень восстановления.,"Si vous démontez un équipement de niveau T.10 ou supérieur, vous pouvez obtenir une Pierre de Restauration avec une certaine probabilité.","Si desmantelas un equipo de nivel T.10 o superior, puedes obtener una Piedra de Restauración con cierta probabilidad.","Nếu bạn tháo dỡ trang bị cấp T.10 trở lên, bạn có thể nhận được Đá Phục Hồi với một xác suất nhất định."
366,0,팁,Tip,ヒント,提示,提示,Кончик,Conseil,Consejo,Mẹo
367,0,상시,Always,いつも,总是,總是,Всегда,Toujours,Siempre,Luôn luôn
368,0,보석 판매,Jewelry sales,ジュエリー販売,珠宝销售,珠寶銷售,Продажа ювелирных изделий,Vente de bijoux,Venta de joyas,Doanh số bán trang sức
369,0,보석을 판매하시겠습니까?,Would you like to sell jewelry?,ジュエリーを販売してみませんか？,你想出售珠宝吗？,你想出售珠寶嗎？,Хотите продавать ювелирные изделия?,Souhaitez-vous vendre des bijoux ?,¿Te gustaría vender joyas?,Bạn có muốn bán trang sức không?
370,0,마나 소모량,Mana consumption,マナ消費量,法力消耗,法力消耗,Потребление маны,Consommation de mana,Consumo de maná,Tiêu thụ mana
371,1,<color=yellow>(▲{0})</color>,<color=yellow>(▲{0})</color>,<color=yellow>(▲{0})</color>,<color=yellow>(▲{0})</color>,<color=yellow>(▲{0})</color>,<color=yellow>(▲{0})</color>,<color=yellow>(▲{0})</color>,<color=yellow>(▲{0})</color>,<color=yellow>(▲{0})</color>
372,1,<color=yellow>(▲{0}개)</color>,<color=yellow>(▲{0} pieces)</color>,<color=yellow>(▲{0}個)</color>,<color=yellow>(▲{0} 件)</color>,<color=yellow>(▲{0} 件)</color>,<color=yellow>(▲{0} штук)</color>,<color=yellow>(▲{0} pièces)</color>,<color=yellow>(▲{0} piezas)</color>,<color=yellow>(▲{0} miếng)</color>
373,0,등수 외,Rankings and beyond,ランキングとその先へ,排名及其他,排名及其他,Рейтинги и не только,Classements et au-delà,Clasificaciones y más allá,Bảng xếp hạng và hơn thế nữa
374,0,다음 갱신까지 : {0},Until next update : {0},次回の更新まで：{0},下次更新时间：{0},下次更新時間：{0},До следующего обновления: {0},À bientôt pour la prochaine mise à jour : {0},Hasta la próxima actualización: {0},Cho đến bản cập nhật tiếp theo: {0}
375,1,{0}위,{0}th,{0}番目,{0}th,{0}th,{0}-й,{0}ème,{0}º,{0}th
376,0,가방 확장,Bag expansion,バッグ拡張,袋子扩张,袋子擴張,Расширение сумки,Extension de sac,Expansión de la bolsa,Mở rộng túi
377,0,가방을 확장하시겠습니까?,Would you like to expand your bag?,バッグの容量を増やしますか？,您想扩充一下您的背包吗？,您想擴充一下您的背包嗎？,Хотите расширить свою сумку?,Souhaitez-vous agrandir votre sac ?,¿Te gustaría ampliar tu bolsa?,Bạn có muốn thêm đồ vào giỏ hàng không?
378,0,확장,expansion,拡大,扩张,擴張,расширение,expansion,expansión,sự mở rộng
379,0,최대치입니다.,This is the maximum value.,これは最大値です。,这是最大值。,這是最大值。,Это максимальное значение.,Il s'agit de la valeur maximale.,Este es el valor máximo.,Đây là giá trị tối đa.
380,1,자리가 부족합니다(제작가능 개수 : <color=yellow>{0}</color>),Limited space (Available quantity: <color=yellow>{0}</color>),スペースに限りがあります（在庫数：<color=yellow>{0}</color>）,空间有限（可用数量：<color=yellow>{0}</color>）,空間有限（可用數量：<color=yellow>{0}</color>）,Ограниченное количество мест (Доступное количество: <color=yellow>{0}</color>),Espace limité (Quantité disponible : <color=yellow>{0}</color>),Espacio limitado (Cantidad disponible: <color=yellow>{0}</color>),Không gian có hạn (Số lượng có sẵn: <color=yellow>{0}</color>)
381,0,자리가 부족합니다.,There aren't enough seats.,席数が足りません。,座位不够。,座位不夠。,Мест недостаточно.,Il n'y a pas assez de places.,No hay suficientes asientos.,Không đủ chỗ ngồi.
382,0,랭킹 보상,Ranking rewards,ランキング報酬,排名奖励,排名獎勵,Награды за рейтинг,Récompenses de classement,Recompensas por clasificación,Phần thưởng xếp hạng
383,0,계정 삭제,Delete account,アカウントを削除,删除帐户,刪除帳戶,Удалить аккаунт,Supprimer le compte,Eliminar cuenta,Xóa tài khoản
384,0,<color=red>Delete</color> 를 작성해주세요,Please write <color=red>Delete</color>,<color=red>削除</color>と入力してください,请写<color=red>删除</color>,請寫<color=red>刪除</color>,"Пожалуйста, напишите <color=red>Удалить</color>",Veuillez écrire <color=red>Supprimer</color>,"Por favor, escriba <color=red>Eliminar</color>",Vui lòng viết <color=red>Xóa</color>
385,0,삭제,delete,消去,删除,刪除,удалить,supprimer,borrar,xóa bỏ
386,0,잘못 입력했습니다.,I entered it incorrectly.,入力ミスをしました。,我输入错了。,我輸入錯了。,Я ввёл это неправильно.,Je l'ai saisi incorrectement.,Lo ingresé incorrectamente.,Tôi đã nhập sai.
387,0,부적절한 언어가 포함되어있습니다.,It contains inappropriate language.,不適切な表現が含まれています。,它包含不雅语言。,它包含不雅語言。,В нём содержится нецензурная лексика.,Il contient un langage inapproprié.,Contiene lenguaje inapropiado.,Nội dung có chứa ngôn từ không phù hợp.
388,0,준비중입니다.,It is currently being prepared.,現在準備中です。,目前正在筹备中。,目前正在籌備中。,В настоящее время ведётся подготовка.,Il est actuellement en cours de préparation.,Actualmente se está preparando.,"Hiện tại, công việc đang được chuẩn bị."
389,0,해당 스테이지를 먼저 클리어해주세요.,Please clear this stage first.,まずはこのステージをクリアしてください。,请先完成这一关。,請先完成這一關。,"Пожалуйста, сначала пройдите этот этап.",Veuillez d'abord terminer cette étape.,"Por favor, complete primero esta etapa.",Vui lòng hoàn thành giai đoạn này trước.
390,0,작은 체구에서 뿜어져 나오는 폭발적인 에너지! 무대 위의 작은 거인입니다.,Explosive energy radiating from a small frame! A little giant on stage.,小さな体からほとばしる爆発的なエネルギー！ステージ上の小さな巨人。,小小身躯里蕴藏着爆炸性的能量！舞台上的小巨人。,小小身軀裡蘊藏著爆炸性的能量！舞台上的小巨人。,"Взрывная энергия, исходящая от крошечного тела! Маленький гигант на сцене.",Une énergie explosive qui émane d'un petit corps ! Un petit géant sur scène.,¡Energía explosiva que emana de un cuerpo pequeño! Un pequeño gigante en el escenario.,Năng lượng bùng nổ tỏa ra từ một thân hình nhỏ bé! Một người khổng lồ tí hon trên sân khấu.
391,0,압도적인 비율과 시원시원한 퍼포먼스. 시선을 사로잡는 무대 위의 모델 아이돌입니다.,Overwhelming proportions and refreshing performances. A model idol on stage who captivates the eye.,圧倒的な存在感と爽快なパフォーマンス。ステージ上で視線を釘付けにする、まさに模範的なアイドル。,气场强大，表演精彩纷呈。舞台上的偶像典范，令人过目难忘。,氣場強大，表演精彩。舞台上的偶像典範，令人過目難忘。,"Потрясающие масштабы и освежающие выступления. Образцовый кумир на сцене, приковывающий взгляд.",Des proportions impressionnantes et des performances rafraîchissantes. Une idole modèle sur scène qui captive le regard.,Proyecciones imponentes y actuaciones refrescantes. Un ídolo sobre el escenario que cautiva la mirada.,Với quy mô ấn tượng và những màn trình diễn đầy mới mẻ. Một hình mẫu thần tượng trên sân khấu thu hút mọi ánh nhìn.
392,0,절도 있는 안무와 카리스마! 무대를 진두지휘하는 아이돌계의 여전사입니다.,Precise choreography and charisma! She is a female warrior of the idol world who commands the stage.,緻密な振り付けとカリスマ性！彼女はステージを支配するアイドル界の女性戦士だ。,精准的舞蹈编排和强大的个人魅力！她是偶像界的女战士，牢牢掌控着舞台。,精準的舞蹈編排和強大的個人魅力！她是偶像界的女戰士，牢牢掌控著舞台。,"Точная хореография и харизма! Она – настоящая воительница в мире айдолов, покоряющая сцену.",Chorégraphie précise et charisme indéniable ! C'est une guerrière du monde des idoles qui règne sur scène.,¡Coreografía precisa y carisma! Es una guerrera del mundo del K-pop que domina el escenario.,"Vũ đạo chính xác và khí chất cuốn hút! Cô ấy là một nữ chiến binh của thế giới thần tượng, người làm chủ sân khấu."
393,0,치명적인 향기와 화려함. 가시 돋친 매력으로 팬들의 마음을 매료시킵니다.,A fatal scent and splendor. Captivating fans' hearts with thorny charm.,魅惑的な香りと輝き。棘のある魅力でファンの心を虜にする。,致命的香气和华丽的气质。以带刺的魅力俘获粉丝的心。,致命的香氣和華麗的氣質。以帶刺的魅力擄獲粉絲的心。,Роковой аромат и великолепие. Покоряет сердца поклонников своим колючим очарованием.,Un parfum fatal et une splendeur envoûtante. Un charme épineux qui captive le cœur des fans.,Un aroma y un esplendor fatales. Cautivando los corazones de los fans con un encanto espinoso.,Một mùi hương chết người và vẻ đẹp lộng lẫy. Chinh phục trái tim người hâm mộ bằng sức quyến rũ gai góc.
394,0,작지만 단단한 기개! 어떤 역경 속에서도 무대를 지켜내는 강인한 수호자입니다.,Small but steadfast spirit! A strong guardian who protects the stage amidst any adversity.,小柄ながらも揺るぎない精神！どんな逆境の中でも舞台を守る、力強い守護者。,虽小却意志坚定！是一位强大的守护者，在任何逆境中都守护着舞台。,雖小卻意志堅定！是一位強大的守護者，在任何逆境中都守護著舞台。,"Невысокий, но непоколебимый дух! Сильный защитник, оберегающий сцену перед лицом любых невзгод.",Petit mais inébranlable ! Un gardien puissant qui protège la scène face à l'adversité.,¡Pequeño pero firme espíritu! Un guardián inquebrantable que protege el escenario ante cualquier adversidad.,Tinh thần nhỏ bé nhưng kiên cường! Một người bảo vệ mạnh mẽ luôn che chở sân khấu giữa mọi nghịch cảnh.
395,0,뒤태마저 치명적인 귀여움! 펭귄 수트 속에 감춰둔 엉뚱하고 깜찍한 매력을 발산합니다.,Fatal cuteness even from the back! Exuding the quirky and adorable charm hidden inside the penguin suit.,後ろ姿も致命的な可愛さ！ペンギンの着ぐるみの中に隠された、風変わりで愛らしい魅力が溢れ出ている。,连背影都萌到不行！企鹅服下隐藏着古灵精怪又可爱的魅力。,連背影都萌到不行！企鵝服下隱藏著古靈精怪又可愛的魅力。,"Невероятная милота даже со спины! Источает причудливое и очаровательное обаяние, скрытое под костюмом пингвина.","Une mignonnerie irrésistible, même de dos ! Elle dégage un charme à la fois original et adorable, dissimulé sous ce costume de pingouin.",¡Una ternura irresistible incluso de espaldas! Irradia el encanto peculiar y adorable que se esconde tras el disfraz de pingüino.,Vẻ đáng yêu chết người ngay cả từ phía sau! Toát lên nét duyên dáng kỳ quặc và dễ thương ẩn bên trong bộ đồ chim cánh cụt.
396,0,거부할 수 없는 다크한 매혹. 무대 위를 지배하는 치명적인 악마적 카리스마입니다.,"Irresistible dark allure. A deadly, devilish charisma that dominates the stage.",抗いがたいほどのダークな魅力。舞台を支配する、恐ろしくも悪魔的なカリスマ性。,令人无法抗拒的黑暗魅力。一种致命的、魔鬼般的魅力，主宰着整个舞台。,令人無法抗拒的黑暗魅力。一種致命的、魔鬼般的魅力，主宰著整個舞台。,"Неотразимое темное очарование. Смертоносная, дьявольская харизма, которая доминирует на сцене.",Un charme ténébreux irrésistible. Un charisme mortel et diabolique qui domine la scène.,Un atractivo oscuro e irresistible. Un carisma letal y diabólico que domina el escenario.,"Sức hút đen tối khó cưỡng. Một khí chất quỷ quyệt, chết người thống trị sân khấu."
397,0,심해의 신비로움을 머금은 보이스. 물결치듯 부드러운 선율로 팬들을 홀리는 인어입니다.,"A voice imbued with the mystery of the deep sea. A mermaid who enchants fans with soft, wave-like melodies.",深海の神秘を宿した歌声。優しく波打つようなメロディーでファンを魅了する人魚。,拥有深海般神秘嗓音的歌喉。宛如美人鱼般用柔和如波浪般的旋律俘获歌迷的心。,擁有深海般神秘嗓音的歌喉。宛如美人魚般用柔和如波浪般的旋律擄獲歌迷的心。,"Голос, пронизанный тайной морских глубин. Русалка, очаровывающая поклонников нежными, волнообразными мелодиями.",Une voix empreinte du mystère des profondeurs marines. Une sirène qui enchante ses fans avec des mélodies douces et ondulantes.,Una voz impregnada del misterio de las profundidades marinas. Una sirena que encanta a sus fans con melodías suaves y ondulantes.,"Một giọng hát thấm đẫm sự bí ẩn của biển sâu. Một nàng tiên cá quyến rũ người hâm mộ bằng những giai điệu nhẹ nhàng, êm ái như sóng biển."
398,0,모두를 지키는 정의의 아이콘! 파워풀한 보컬로 희망과 용기를 전하는 무대 위의 영웅입니다.,An icon of justice protecting everyone! A hero on stage who conveys hope and courage with powerful vocals.,皆を守る正義の象徴！力強い歌声で希望と勇気を伝える、ステージ上のヒーロー。,他是正义的象征，守护着所有人！他是舞台上的英雄，用他充满力量的歌声传递希望和勇气。,他是正義的象徵，守護著所有人！他是舞台上的英雄，用他充滿力量的歌聲傳遞希望和勇氣。,"Символ справедливости, защищающий всех! Герой на сцене, передающий надежду и мужество мощным вокалом.",Une icône de la justice qui protège tous les êtres humains ! Un héros sur scène qui transmet espoir et courage grâce à sa voix puissante.,¡Un ícono de la justicia que protege a todos! Un héroe en el escenario que transmite esperanza y valentía con una voz poderosa.,Một biểu tượng của công lý bảo vệ mọi người! Một người hùng trên sân khấu truyền tải niềm hy vọng và lòng dũng cảm bằng giọng hát mạnh mẽ.
399,0,키가 작다고 무시하지 마! 무대 위에서 내 에너지는 누구보다 크니까!,Don't underestimate me just because I'm short! My energy on stage is bigger than anyone's!,背が低いからって私を侮らないで！ステージ上での私のエネルギーは誰にも負けないわ！,别因为我个子矮就小瞧我！我在舞台上的能量比任何人都强！,別因為我個子矮就小看我！我在舞台上的能量比任何人都強！,"Не стоит недооценивать меня только потому, что я невысокого роста! Моя энергия на сцене невероятна!",Ne me sous-estimez pas simplement parce que je suis petite ! Mon énergie sur scène est plus grande que celle de n'importe qui !,¡No me subestimes solo porque soy bajita! ¡Mi energía en el escenario es mayor que la de cualquiera!,Đừng đánh giá thấp tôi chỉ vì tôi thấp bé! Năng lượng của tôi trên sân khấu lớn hơn bất kỳ ai!
400,0,"저기, 거기선 제 정수리밖에 안 보일 텐데... 조금 더 뒤로 가서 보실래요?","Hey, from there you'll only be able to see the top of my head... Would you like to step back a little more to see?",ねえ、そこからだと私の頭のてっぺんしか見えないんだけど…もう少し後ろに下がって見てくれない？,嘿，从那里你只能看到我的头顶……你想再往后退一点看看吗？,嘿，從那裡你只能看到我的頭頂……你想再往後退一點看看嗎？,"Эй, оттуда видна только верхняя часть моей головы... Не хотите немного отойти назад, чтобы лучше рассмотреть?","Hé, de là, tu ne verras que le haut de ma tête… Tu veux bien reculer un peu pour mieux voir ?","Oye, desde ahí solo podrás ver la parte superior de mi cabeza... ¿Te gustaría alejarte un poco más para ver?","Này, từ chỗ đó bạn chỉ nhìn thấy được đỉnh đầu của tôi thôi... Bạn có muốn lùi lại một chút để nhìn rõ hơn không?"
401,0,무대는 전쟁터입니다. 각 잡힌 안무로 팬들의 마음을 완벽히 점령하겠습니다!,The stage is a battlefield. We will completely conquer the hearts of our fans with our perfectly synchronized choreography!,ステージは戦場だ。完璧にシンクロした振り付けで、ファンの皆さんの心を完全に掴み取ります！,舞台就是战场。我们将用完美同步的舞蹈彻底征服粉丝们的心！,舞台就是戰場。我們將用完美同步的舞蹈徹底征服粉絲們的心！,Сцена — это поле битвы. Мы полностью покорим сердца наших поклонников нашей идеально синхронизированной хореографией!,La scène est un champ de bataille. Nous allons conquérir le cœur de nos fans grâce à notre chorégraphie parfaitement synchronisée !,El escenario es un campo de batalla. ¡Conquistaremos por completo los corazones de nuestros fans con nuestra coreografía perfectamente sincronizada!,Sân khấu là một chiến trường. Chúng ta sẽ chinh phục hoàn toàn trái tim người hâm mộ bằng màn vũ đạo được đồng bộ hóa hoàn hảo!
402,0,아름다운 장미에는 가시가 있는 법이죠. 제 매력에 찔리지 않게 조심하세요.,Beautiful roses are bound to have thorns. Be careful not to get pricked by my charm.,美しいバラには必ず棘がある。私の魅力に刺されないように気をつけて。,美丽的玫瑰必然带刺。小心别被我的魅力刺伤。,美麗的玫瑰必然帶刺。小心別被我的魅力刺傷。,"У красивых роз обязательно должны быть шипы. Будьте осторожны, чтобы не уколоться моим чарами.",Les belles roses ont forcément des épines. Prenez garde à ne pas vous piquer à mon charme.,Las rosas más bellas tienen espinas. Ten cuidado de no pincharte con mi encanto.,Hoa hồng đẹp luôn có gai. Hãy cẩn thận đừng để bị vẻ quyến rũ của tôi đâm trúng.
403,0,"이 작은 검이 무대 조명을 받으면, 세상 그 무엇보다 날카롭게 빛날 거예요.","When this little sword catches the stage lights, it will shine sharper than anything in the world.",この小さな剣が舞台照明を浴びると、世界中のどんなものよりも鋭く輝くだろう。,当这把小剑在舞台灯光下闪耀时，它将比世间任何事物都更加耀眼。,當這把小劍在舞檯燈光下閃耀時，它將比世間任何事物都更加耀眼。,"Когда этот маленький меч окажется в свете софитов, он засияет ярче, чем что-либо на свете.","Lorsque cette petite épée sera illuminée par les projecteurs, elle brillera plus fort que n'importe quoi au monde.","Cuando esta pequeña espada capte las luces del escenario, brillará con más intensidad que cualquier otra cosa en el mundo.","Khi thanh kiếm nhỏ này lọt vào tầm mắt của khán giả, nó sẽ tỏa sáng rực rỡ hơn bất cứ thứ gì trên thế giới."
404,0,펭하! 이 옷이 좀 덥긴 하지만... 팬분들이 귀엽다고 하면 전 괜찮아요!,"Peng-ha! This outfit is a bit hot, but... if the fans say it's cute, I'm fine with it!",ペンハ！この衣装はちょっと暑いけど…ファンが可愛いって言ってくれるなら、それでいいよ！,彭哈！这身衣服有点热，但是……如果粉丝们觉得可爱，我就没意见！,彭哈！這身衣服有點熱，但是……如果粉絲覺得可愛，我就沒意見！,"Пэн-ха! Этот наряд немного жарковат, но... если фанаты скажут, что он милый, меня это вполне устраивает!","Peng-ha ! Cette tenue est un peu chaude, mais... si les fans la trouvent mignonne, ça me va !","¡Peng-ha! Este atuendo es un poco caluroso, pero... si a los fans les parece lindo, ¡me parece bien!","Peng-ha! Bộ đồ này hơi nóng một chút, nhưng... nếu fan khen dễ thương thì mình cũng thấy ổn!"
405,0,"후후, 내 노래에 영혼을 뺏길 준비는 됐어? 거부해도 소용없을걸.","Hehe, are you ready to have your soul stolen by my song? It's no use refusing.",ふふ、私の歌に魂を奪われる準備はできてる？拒否しても無駄だよ。,呵呵，你准备好被我的歌声夺走灵魂了吗？拒绝是没用的。,呵呵，你準備好被我的歌聲奪走靈魂了嗎？拒絕是沒用的。,"Хе-хе, ты готов к тому, чтобы моя песня украла твою душу? Отказываться бесполезно.","Héhé, es-tu prêt à te laisser envoûter par ma chanson ? Refuser ne sert à rien.","Jeje, ¿estás listo para que mi canción te robe el alma? Es inútil negarse.","Hehe, bạn đã sẵn sàng để linh hồn mình bị bài hát của tôi đánh cắp chưa? Từ chối cũng vô ích thôi."
406,0,깊은 바닷속 노래를 들려드릴게요. 마치 꿈을 꾸는 것처럼 황홀할 거예요.,"I will sing a song from the deep sea. It will be enchanting, just like a dream.",私は深海の歌を歌います。それは夢のように魅惑的な歌になるでしょう。,我将唱一首来自深海的歌。它将如梦似幻，令人陶醉。,我將唱一首來自深海的歌。它將如夢似幻，令人陶醉。,"Я спою песню из глубин моря. Она будет чарующей, словно сон.","Je chanterai une chanson venue des profondeurs marines. Elle sera enchanteresse, comme un rêve.","Cantaré una canción desde las profundidades del mar. Será mágica, como un sueño.","Tôi sẽ cất lên một bài hát từ đáy biển sâu. Nó sẽ mê hoặc, tựa như một giấc mơ."
407,0,"걱정 마세요, 제가 있는 한 이 무대의 평화와 감동은 제가 지킵니다!","Don't worry, as long as I'm here, I will protect the peace and emotion of this stage!",心配しないでください。私がここにいる限り、このステージの平和と感動を守ります！,别担心，只要我在这里，我就会守护这个舞台的和平与情感！,別擔心，只要我在這裡，我就會守護這個舞台的和平與情感！,"Не волнуйтесь, пока я здесь, я буду оберегать мир и эмоции этой сцены!","Ne vous inquiétez pas, tant que je serai là, je protégerai la paix et l'émotion de cette scène !","No se preocupen, mientras esté aquí, ¡protegeré la paz y la emoción de este escenario!","Đừng lo, chỉ cần tôi ở đây, tôi sẽ bảo vệ sự bình yên và cảm xúc của sân khấu này!"
408,0,저장 중입니다...,Saving...,保存中...,保存...,儲存...,Сохранение...,Économie...,Ahorro...,Đang lưu...
409,0,종료 중입니다...,Closing...,終了…,即将关闭……,即將關閉…,Закрытие...,Clôture...,Cierre...,Đóng cửa...
410,0,이미 연동되어 있습니다.,It is already linked.,既に連携済みです。,它已经链接了。,它已經連結了。,Связь уже установлена.,Le lien est déjà établi.,Ya está vinculado.,Nó đã được liên kết rồi.
411,0,"로그인 정보가 만료\n<color=red>(중복 로그인, 제재 등)</color>되었습니다, 게임을 다시 시작해 주세요.","Your login information has expired (duplicate login, sanctions, etc.). Please restart the game.",ログイン情報が期限切れです（重複ログイン、制裁措置など）。ゲームを再起動してください。,您的登录信息已过期（重复登录、受到处罚等）。请重新启动游戏。,您的登入資訊已過期（重複登入、受到處罰等）。請重新啟動遊戲。,"Ваши учетные данные устарели (повторный вход, санкции и т. д.). Пожалуйста, перезапустите игру.","Vos identifiants de connexion ont expiré (identifiants dupliqués, sanctions, etc.). Veuillez redémarrer le jeu.","Tus datos de inicio de sesión han caducado (inicio de sesión duplicado, sanciones, etc.). Reinicia el juego.","Thông tin đăng nhập của bạn đã hết hạn (đăng nhập trùng lặp, bị cấm, v.v.). Vui lòng khởi động lại trò chơi."
412,0,스킬을 장착해주세요.,Please equip the skill.,スキルを装備してください。,请装备该技能。,請裝備該技能。,"Пожалуйста, активируйте этот навык.",Veuillez équiper cette compétence.,"Por favor, equipa la habilidad.",Hãy trang bị kỹ năng này.
413,0,"먼저 보석을 해제해주세요,",Please unlock the gem first.,まず宝石のロックを解除してください。,请先解锁宝石。,請先解鎖寶石。,"Пожалуйста, сначала откройте драгоценный камень.",Veuillez d'abord déverrouiller le joyau.,"Por favor, desbloquea la gema primero.",Vui lòng mở khóa viên ngọc trước.
414,0,라운드가 종료되었습니다. <color=red>{0}</color>,The round has ended. <color=red>{0}</color>,ラウンドが終了しました。<color=red>{0}</color>,本轮比赛结束。,本輪比賽結束。,Раунд завершен. <color=red>{0}</color>,Le tour est terminé. <color=red>{0}</color>,La ronda ha terminado. <color=red>{0}</color>,Vòng đấu đã kết thúc. <color=red>{0}</color>
415,0,판이 모두 종료되었습니다. <color=red>{0}</color>,All rounds have ended. <color=red>{0}</color>,全ラウンドが終了しました。<color=red>{0}</color>,所有回合均已结束。<color=red>{0}</color>,所有回合均已結束。 <color=red>{0}</color>,Все раунды завершены. <color=red>{0}</color>,Tous les tours sont terminés. <color=red>{0}</color>,Todas las rondas han terminado. <color=red>{0}</color>,Tất cả các vòng đấu đã kết thúc. <color=red>{0}</color>
416,0,<size=40><color=green>▲ {1}</color></size>,<size=40><color=green>▲ {1}</color></size>,<size=40><color=green>▲ {1}</color></size>,<size=40><color=green>▲ {1}</color></size>,<size=40><color=green>▲ {1}</color></size>,<size=40><color=green>▲ {1}</color></size>,<size=40><color=green>▲ {1}</color></size>,<size=40><color=green>▲ {1}</color></size>,<size=40><color=green>▲ {1}</color></size>
417,0, <size=40><color=red>▼ {1}</color></size>, <size=40><color=red>▼ {1}</color></size>, <size=40><color=red>▼ {1}</color></size>, <size=40><color=red>▼ {1}</color></size>, <size=40><color=red>▼ {1}</color></size>, <size=40><color=red>▼ {1}</color></size>, <size=40><color=red>▼ {1}</color></size>, <size=40><color=red>▼ {1}</color></size>, <size=40><color=red>▼ {1}</color></size>
418,0,<color=#ECECEC>일반</color>,<color=#ECECEC>Common</color>,<color=#ECECEC>共通</color>,<color=#ECECEC>通用</color>,<color=#ECECEC>通用</color>,<color=#ECECEC>Common</color>,<color=#ECECEC>Commun</color>,<color=#ECECEC>Común</color>,<color=#ECECEC>Thông dụng</color>
419,0,<color=#878787>고급</color>,<color=#878787>Uncommon</color>,<color=#878787>珍しい</color>,<color=#878787>不常见</color>,<color=#878787>不常見</color>,<color=#878787>Необычный</color>,<color=#878787>Peu commun</color>,<color=#878787>Poco común</color>,<color=#878787>Không phổ biến</color>
420,0,<color=#20BF47>매직</color>,<color=#20BF47>Magic</color>,<color=#20BF47>魔法</color>,<color=#20BF47>魔法</color>,<color=#20BF47>魔法</color>,<color=#20BF47>Магия</color>,<color=#20BF47>Magie</color>,<color=#20BF47>Magia</color>,<color=#20BF47>Phép thuật</color>
421,0,<color=#2065BF>희귀</color>,<color=#2065BF>Rare</color>,<color=#2065BF>レア</color>,<color=#2065BF>稀有</color>,<color=#2065BF>稀有</color>,<color=#2065BF>Редкий</color>,<color=#2065BF>Rare</color>,<color=#2065BF>Raro</color>,<color=#2065BF>Hiếm</color>
422,0,<color=#8B20BF>에픽</color>,<color=#8B20BF>Epic</color>,<color=#8B20BF>壮大</color>,<color=#8B20BF>史诗级</color>,<color=#8B20BF>史詩級</color>,<color=#8B20BF>Эпический</color>,<color=#8B20BF>Épique</color>,<color=#8B20BF>Épico</color>,<color=#8B20BF>Tuyệt vời</color>
